"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.354222279377336,0.480933599058754,0.571136643712093,0.588027564512391,0.609856661543557,0.637463536120829,0.679704339749756,0.732065060629293,0.758946428317291,0.762522741636895,0.769333105140743,0.84001652045998,0.876140516501881,0.877448619191091,0.880823066314748,0.889362732749284,0.910763125108584,0.9473060960487,0.968664228668654,0.970100430327535
"2",0.281674682804693,0.425440189615712,0.556041110488093,0.592966164625899,0.612426999940292,0.640337887604421,0.677404086426119,0.72691435115371,0.728671122800856,0.728666439098245,0.750412460529167,0.790965685868365,0.829477622014201,0.83565076141771,0.833640636789192,0.852138435809949,0.881705247071868,0.939602828032836,0.97209211567087,0.975473743568832
"3",0.27786907739068,0.438674008843075,0.551416413459052,0.57563313180963,0.592355123336515,0.625529615420917,0.648482710519291,0.682068226390758,0.704642432648014,0.718513125949622,0.740314576653213,0.791159291652472,0.830926261152311,0.83788245608469,0.841968810234142,0.86351996187942,0.903448321423506,0.937754367360056,0.942320904943717,0.943138761676802
"4",0.31088471200035,0.448728034393625,0.557289000458234,0.615455674332705,0.627759115376176,0.661641615277032,0.671944850714162,0.694364352183483,0.715143361556782,0.730971613672069,0.745378147156092,0.789726864095017,0.829309357196041,0.838893584839004,0.841503601228087,0.860969166095538,0.912803045144241,0.941183506812667,0.953897074704092,0.971577609649107
"5",0.280296968959871,0.430540759831388,0.543396888336669,0.56809458831654,0.582016431782619,0.607534595836426,0.636053789126728,0.681584952740336,0.70739560115151,0.718028969882771,0.749521062976407,0.80781094326311,0.838308389037089,0.852133747236966,0.853171938004615,0.8709765280378,0.898392573387329,0.947666562767439,0.949753754660686,0.949127741209452
"6",0.277522572510027,0.429075480161501,0.561903382202643,0.580868398722893,0.601195719421038,0.626984621761074,0.645842695371273,0.678002057906009,0.732366980109021,0.732373216440519,0.765921260545212,0.79749782714228,0.826634675617814,0.836752937101427,0.840099199353301,0.858518324103176,0.895809798058698,0.944533146944494,0.952533206616944,0.952279119185732
"7",0.278393857889651,0.437881043537823,0.55005486585108,0.574076908041532,0.589175505556642,0.613647963436168,0.64547578019783,0.698346339587053,0.73020512437201,0.743373045725065,0.781397211959998,0.804437957109501,0.839483379009126,0.843860003047154,0.847212980713133,0.865035926444699,0.89804695075412,0.944405044817423,0.950748249545639,0.951922841921036
"8",0.287355589957344,0.475745600090261,0.551815376091889,0.573968160772839,0.587994287657905,0.612841592718715,0.640480192895328,0.680320187420536,0.704569023363658,0.71965160277369,0.745554474763001,0.791044765661038,0.831870129102783,0.838928394309371,0.837745981264902,0.860750214158721,0.894062425990766,0.93704951877996,0.94648042402976,0.951601024436184
"9",0.0711664807090374,0.257113267697629,0.348172031076583,0.433299220305394,0.435894577746662,0.454777321476112,0.478611170493892,0.514072239433493,0.548099587409663,0.573707472997664,0.647731197739217,0.679158628247133,0.713591290745896,0.722119460296674,0.751913538835134,0.71924427687984,0.791921066013671,0.933124681753457,0.932191390098796,0.960126164407939
"10",0.268384740923884,0.410497349751671,0.525837518823423,0.546508128024582,0.562705611086041,0.601714023930307,0.626018063291652,0.659780612631174,0.685944047514665,0.700665493293503,0.723548797989444,0.778136315442104,0.828212209645049,0.842217768914157,0.846046269712915,0.849857858924418,0.892009849207286,0.935008068096049,0.941042554707904,0.948097791127686
