"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-1.96612883666665,-1.85053498000001,-0.737981923333291,-2.50529157999977,-2.3170679766665,-1.91942135666661,-2.01824678999991,-0.938775576666651,-1.62990314333307,-2.74061255666661,-2.42344230999969,-1.93950356333329,-2.08046365999982,-1.77018996666665,-1.56112400666669,-2.81072456000006,-1.46522416000005,-1.84716962666679,-2.91688561333329,-1.77463777666659,-2.92538398999976,-1.21200472333338,-3.39912142000021,-1.98800030333328,-1.84159114333346,-0.80336449999996,-2.27765129999976,-2.06561975666658,-1.79163290666662,-4.73320362333337,-1.51798043000005,-2.50473028333316,-2.07304358999974,-1.67822752999954,-0.675754803333272,-1.93990742999992,-4.61899209666655,-1.64642400333342,-2.3488533433334,-2.45069171666647,-2.5041471166666,-4.10128657333347,-3.15095254666656,-2.70811997333307,-2.01881266333319,-1.33615488000002,-1.16114812666685,-2.01717976666665,-2.15043317999993,-1.62010240666659,-2.33393844666668,-1.82906682666655,-1.99851613333309,-1.7448930033333,-2.24718532333306,-1.53172554000009,-5.00348387666674,-0.899956803333322,-3.05800103000004,-1.27726871000015,-1.79575038333324,-0.645156859999942,-1.36304829999997,-3.14487719999999,-2.08086359999992,-1.76293179333338,-0.879904833333295,-2.49150164333308,-2.99563832333308,-3.09516261333341,-3.41058760666646,-2.30055027999968,-1.66907308666653,-1.91825043666657,-4.43831567333327,-1.27928760666689,-2.36161847666659,-4.51522552999996,-1.55911012333324,-1.67277237333327,-1.75349400666659,-3.13488329666656,-1.61549842666671,-1.91946598999962,-1.3257153733334,-2.0824650066668,-2.72613329333315,-1.46862586333324,-2.50615526333337,-2.72221040666655,-1.99436536666663,-2.12777517666659,-1.66248205333336,-1.84810410999992,-1.73384861666667,-1.7367970333333,-2.94006070333336,-2.11948267666652,-3.29131178999994,-1.79275041333336
"2",-1.20854999666686,-1.06214174666668,-0.0421494833333291,-0.408957033333333,-0.857618086666643,-0.672225926666673,-0.588851706666655,-1.07174772333351,-0.506634266666693,-1.00111946666676,-0.0582966366666636,-0.389804546666648,-0.193326439999996,-0.0869411500000031,-1.22988736333357,-0.163423993333326,-0.29804407666666,-0.537822550000032,-0.551704410000004,-1.10465789999987,-0.628438259999998,-0.0720724966666666,-0.902142940000117,-0.89949072333335,-0.335666266666615,-1.0649326266668,-0.65639079999995,-0.639467486666692,-1.68310056999977,-1.14149316000011,-1.56371976333325,-0.151081600000002,-2.35432763999979,-1.29599809666683,-1.36847524999998,-1.71113067666666,-2.27810744999965,-1.67383319333335,-0.736179803333363,-0.839498323333373,-0.675326150000011,-0.473041520000011,0.0422033600000046,0.184487493333361,-0.713242219999996,-0.544875300000042,-0.249934009999991,-0.967421449999969,-0.355144019999993,-0.729995899999983,-0.385626983333325,-1.74593293333315,-0.376907680000015,-0.701787899999961,-0.771739709999983,-0.68963715666664,-0.215454506666667,0.102759900000022,-0.707739100000016,-0.917084410000095,-0.0665177600000206,-0.563008150000005,-1.04165806666673,-1.47361371666666,-0.585541873333312,-0.748343120000034,-0.934842366666632,-0.245800246666609,-1.19195304000011,-0.711899286666728,-0.945125319999947,-2.25503248666655,-0.688742773333308,-0.622059003333323,-0.367837949999985,-0.369155263333322,-0.328354173333342,-2.70135402999983,-0.599354220000034,-0.565660213333358,-1.68047376999998,-0.828391606666685,-1.78760476999995,-0.421708566666676,-0.705164466666637,-0.853629519999951,-0.0097337466666645,-0.489363106666661,-0.692090420000006,-0.425749776666673,-0.546848153333337,-0.350411126666628,-1.30957756666676,-0.722717563333361,-1.40754867333324,-0.341970979999969,-1.19591323000002,-0.536799543333304,-0.00388414666666786,-0.177826116666638
"3",-1.18071338666681,-1.14865915666666,-1.27022246000011,-0.62007713000009,-1.44480666333342,-0.393348356666663,-0.402499723333331,-1.50217050999998,-0.859993356666726,-0.728561519999901,-1.01280986666659,-0.899217156666636,-1.46634079333337,-0.644954323333324,-0.732731799999937,-0.856569629999957,-0.757837183333325,-0.605366576666705,-0.747275470000037,-1.32516450666667,-0.718034099999973,-1.48660350666661,-1.66570743666668,-0.303398796666672,-0.695232026666708,-0.211966346666665,-0.670254243333237,-1.21690319000012,-0.413345463333339,-0.92109102333331,-0.893333313333337,-1.8327747599999,-0.480575106666677,-1.46861795333334,-1.92094090000004,-0.77481054666667,-0.401196503333335,-1.3121765733336,-0.868054299999909,-0.882462986666653,-0.507080290000069,-1.37305974666657,-1.48772745000006,-0.307009249999988,-1.44427099666662,-0.803396103333352,-1.23222109333346,-1.07460781666673,-0.748482936666572,-1.43349278666688,-0.517854393333334,-0.176272980000005,-0.580246319999986,-0.792067919999966,-0.846986840000012,-0.720800723333359,-0.719063750000002,-1.36149520666674,-1.59271247333334,-1.22369415000018,-0.0650739300000228,-0.714715473333303,-1.2998530733333,-0.412850263333326,-0.764985463333299,-0.898431093333347,-0.961273039999969,-0.427019829999985,-0.58571841000006,-0.781732376666671,-0.722786749999948,-0.861841713333361,-1.67785997666659,-0.63237723666664,-0.442779466666618,-1.18309316666676,-0.267711383333348,0.0410866799999999,-1.07216456666671,-0.561015706666697,-0.257153696666689,-0.958619296666708,-0.707580110000013,-0.850404056666663,-0.863540966666639,-1.27435469666656,0.00662603333333819,-0.600255563333326,-0.780948903333311,-0.976038609999963,-1.28590914666678,-0.625078123333249,-0.698960586666648,-1.43692901333337,-0.996817593333361,-1.30263368666686,-0.692905166666721,-0.851634016666678,-0.776781839999991,-0.511701659999956
"4",-1.75458573333331,0.0532257833333288,-0.098165753333351,-1.36331572333349,-2.05075141333323,-0.723485616666674,-2.14681347666671,-2.63459330666641,-1.36205308666653,-1.23512011000012,-0.24529373666667,-1.29896555000003,-2.37711795999998,-0.719191996666752,-0.688580129999922,-1.1643527966667,-2.47126676333297,-1.96537774666654,-1.50599099666663,-2.36076495999977,-0.0623445399999986,-2.55434074000011,-2.35764674666659,-0.906584973333383,-2.6001868566665,-1.80408756333336,-1.63200653333331,-3.62412929000017,-3.13506031000012,-0.419730876666647,-1.86074939333311,-1.88520896333305,-0.446083419999978,-0.976886710000022,-2.06688389333306,-1.95259725333323,-1.29168231333327,-2.27293015666651,-2.23549910666644,-1.63560314999986,-1.51614808333337,-1.03326488333348,-1.75797973333324,-2.38205586999976,-2.30493137999954,-1.43580648666681,-1.88848040666672,-1.36259936333334,-1.75207970666671,-1.22175934666674,-0.969785046666763,-1.41267774000005,-0.175644123333314,-1.34978528666667,-1.90463406999997,-0.908036913333391,-1.29382936999992,-2.01048409333305,-2.05857367333334,-1.19776849333318,-0.446305186666653,-2.65779198333302,-1.26987552333331,-2.03796162333315,-1.44599901999998,-0.813769820000095,-1.81872118333347,-0.246135210000004,-1.66809529666662,-1.56746038333341,-1.71043108666669,-1.95198566333318,-0.927407509999951,-1.7202318666664,-1.17399950000004,-1.74679752333326,-2.52480355666651,-0.286743156666664,-1.38250048333333,-1.93254669000007,-2.85277126000016,-1.09852881333344,-1.13658259000005,-0.181274393333341,-2.57485376333303,-1.43566105333327,-0.32408461000004,-1.12927308999997,-1.70054356999985,-1.05647768666668,-0.926162073333269,-2.56910469333296,-1.04916388000007,-1.02713431333344,-0.266116580000045,-0.836336060000025,-0.277590266666656,-0.480780463333336,-0.915082163333366,-1.33440669666678
"5",-3.63763328333361,-5.96134673000144,-4.07100487000075,-4.46292526333385,-3.6857822033338,-2.32244603666668,-2.53589718333309,-4.78080963666847,-5.33184683666845,-5.02235105666786,-4.1755110200005,-3.60811498000067,-2.22302746999931,-4.77048023333439,-6.02189170666795,-4.35682596000122,-3.86144682666751,-4.41030359666768,-4.77806357333545,-5.8248727933347,-4.97290311333411,-4.7329874466675,-1.96935883333297,-3.87875635666702,-4.11378393333387,-5.88057729333493,-5.48775870333505,-3.69848048666689,-4.7056031433344,-3.42671250666728,-5.24478089333435,-2.02631258333313,-5.90754336333421,-4.39466169000104,-4.87173656000165,-4.68243374333477,-2.4585983233328,-3.45819470000055,-3.56812118333387,-1.86449954000003,-3.2401436200005,-2.86074859333392,-0.419406213333252,-5.25648667666828,-4.11844217666767,-3.86021308333402,-0.78815231000007,-3.88349025666737,-2.15235292333311,-4.18424304333496,-1.7480973866667,-5.14774449333443,-0.827250750000001,-1.83725312333318,-4.00401629333402,-3.53894840666712,-5.10883499333509,-4.72579346333492,-4.8823111766669,-1.94916836666673,-3.63619878666725,-3.1335381300004,-3.13067867000035,-2.0994433499995,-3.58933554000034,-4.11679355000067,-3.21576163666718,-4.00298928666755,-0.4437785933332,-4.50913125000128,-1.38074275000023,-3.51552982666714,-4.30804671333424,-4.61391487666778,-5.76087932333342,-1.36530496333353,-4.03817549666761,-5.56904103000082,-6.38044878000092,-3.98009623666723,-2.33760463666628,-3.9993561433347,-3.32093744000023,-4.0228849833342,-5.514352150001,-3.38622608333366,-3.44199190666716,-5.17987346000099,-4.65295997333407,-3.25314424666692,-1.18453316999997,-3.87031284000056,-4.42455855666774,-4.08703617666729,-4.63326518000105,-5.83545712000148,-4.46935473000129,-4.23167401000066,-4.25336587000056,-5.75319723000156
"6",-0.229866256666634,1.03463942333311,0.0912924400000073,-3.86462885333404,0.281032756666729,-0.0370517666666661,-0.419364229999866,-0.869861316666811,0.357281303333404,-2.89391343000067,0.885699373333227,-3.90633130333405,-0.696151639999963,-0.268830809999963,-1.07526630000001,-1.46309309666677,0.564103870000117,-1.32682650000027,1.33569371999964,-0.126435733333317,0.514758380000072,-0.504377459999916,1.42338902666636,-3.71895225333399,-1.12117400333363,0.420916536666752,-0.35954543666666,0.369668133333369,0.298245280000057,-5.19509704666691,-0.0906820600000046,0.593214540000122,-4.12544497000054,-1.81121816666671,-2.07019768666663,-0.736682926666659,-1.61756136999992,1.71632586999984,-1.06993067000027,0.137180560000045,0.560453493333426,0.349546416666786,-4.13327794666755,0.100954233333329,-0.50616701666654,-1.67375982000011,-0.614080636666527,-1.98111433333335,0.964936839999731,-0.986898240000134,-1.17347901000003,-0.848274869999975,0.643632516666813,0.829486989999947,1.68014786999994,0.274849190000088,-5.73618158666694,-3.00532978000041,-1.87954722999974,1.12204327666658,-0.536383043333227,-0.341977406666532,-1.49184780333353,0.914808829999936,0.867516873333283,-0.466547079999906,0.654553920000109,1.0101910266664,1.15424171999979,-3.75969359333382,-1.69894678000019,-0.606827273333223,-3.9743058833342,0.108574150000002,-5.35139648000012,-0.646104723333428,0.0578676866666519,-1.67264133666661,-0.554477649999881,-3.12604951333352,-4.45915525666712,-0.0264582100000024,-1.36980456333356,-1.85438279333326,-0.656894119999899,-3.63207964000079,-0.330997033333205,-0.0971833233333114,0.797590846666622,-3.21496670666699,-4.1093296300012,-0.258062033333301,-0.883252476666655,-0.523624359999883,-1.0022540766667,1.28591493333295,-0.252751759999957,-1.25968395999999,-1.43767763666668,1.91459684333327
"7",-1.90374056333337,-2.39664298666628,-1.71154885333341,-1.58271060999987,-2.06726810333322,-3.81740028000059,-3.97468211000065,-2.39428445999983,-1.64313694333319,-2.33376142666646,-0.98743522000002,-4.39832514333409,-2.15570797666662,-2.37539262666652,-2.14784493333309,-2.59931070999954,-4.85251325000104,-2.01152473999984,-1.19836502666665,-3.29714186333341,0.822387140000005,-2.32236693000014,-2.14022177999977,-2.34662184333334,-5.52732903333462,-1.11897788666692,-1.82948942000002,-2.00304710999997,-1.44714004333337,-4.72568959000045,-0.138932566666657,-2.94015953000014,-2.68936000666689,-2.05939628999987,-3.4266094700005,-4.42979710333441,-3.87206105333332,-3.28363373333368,-0.754204193333309,-2.73912090666678,-2.78102998666686,-3.58519805666721,-0.571611279999925,-1.75921956666662,-3.0462367433336,-2.29198276666678,-1.33073802333343,-1.60260454999995,-0.434812356666654,-1.81443079666662,-1.93210954000004,-4.44743176333409,-1.44988779333334,-0.751565613333317,-2.02487072333341,-1.56644671,-1.17494626666656,-1.71504065333318,-2.52360550999966,-1.36048817666642,-2.81534746000002,-2.15851657000018,-1.92161524333328,-0.830094776666663,-1.60696791666676,-2.03295990333312,-2.38993480333334,-1.84872599666664,-1.54051736666669,-1.44825702333334,-2.45653598666699,-1.96501905666686,-0.633901203333248,-1.86864216999989,-5.44679065000021,-1.81472624999998,-2.15607358666653,-2.40802126999971,-2.20482315000006,-1.44011461666687,-2.38717633000006,-0.618799046666582,-1.57938212333344,-2.47164161666643,-1.72573247333338,-1.65986336999985,-2.38980575333333,-0.0806182033333249,-2.0471848466665,-1.25840634333356,-5.38403903000137,-2.22966339666672,-2.12464643333347,-0.797800330000028,-1.86829207000005,-3.42305448000052,-3.68576567666698,-2.13316580666665,-1.6046957766665,-1.68361478666676
"8",-1.62037209666677,-2.04450816666648,-2.57017977333319,-3.89602340333399,-3.78185520333401,-3.3416453100004,-3.5609336933337,-3.28921667333388,-3.18737738333344,-3.42638392666719,-2.45641481999975,-4.51772907666768,-0.753697443333344,-1.02864372666661,-3.44647117666742,-1.88357884333347,-4.34816483666763,-3.02023526333358,-2.5000226766669,-1.9289686233331,-2.79176606333329,-2.66486423999945,-1.56995777666661,-3.99666782666738,-4.64780414666791,-2.45327768666633,-1.49479422666676,-2.68186701999997,-2.15092023666649,-5.48169193000033,-2.7743942666664,-1.43355604666665,-4.39097333000052,-3.26584243000038,-2.75319390999978,-3.87799218333426,-4.29205998333328,-3.3844850433337,-1.78581259666679,-2.30140999999994,-3.64892922000052,-3.13661734000025,-4.26681544666749,-2.41384519333311,-2.67806734999959,-1.79699771333345,-0.270001776666681,-1.38022519666658,-1.65319660000005,-0.680533913333292,-3.42196360333346,-3.89557107333383,-4.34902340666752,-1.26232655666661,-1.39739801666663,-1.79468712333323,-6.46068050000014,-3.89155313333451,-2.5937662733336,-3.49127974666694,-3.4329577000003,-2.74690391666671,-0.253575449999933,-2.79273505666655,-2.74781530333323,-1.31875004000005,-2.97831690999993,-2.81533944,-3.12388605666687,-3.76013246000047,-1.79581581999986,-2.36047167999989,-3.75881774000071,-1.66609513333319,-5.9507606966668,-0.911766543333421,-2.31426812666667,-4.25602155666671,-1.1673807,-3.17950632333363,-4.34074241000046,-3.16253721666712,-2.89810647000013,-1.86768938333335,-2.42707748333313,-4.54626908333467,-2.57152553333309,-1.9675764966666,-2.77928518999992,-3.77311061333378,-5.62278066000153,-2.4499530999997,-2.54257277999991,-1.32698439333327,-2.21489815333318,-2.18537440000003,-2.90859450666683,-1.5069887566666,-1.24763697333354,-2.19915051666667
"9",-1.04866411333344,-0.604004529999995,-0.801988303333344,0.907776433333302,-0.191101359999995,-0.290143586666678,0.159266793333325,-1.12948075000016,-0.254671916666678,-0.424396846666654,-0.995812003333275,-1.78131785666642,-0.576945146666596,-0.214553039999987,-1.39225775333357,-0.951404613333419,0.0595542800000002,-0.57754799666658,-0.0178881700000021,-1.14025171666665,-0.727876013333316,0.376816056666676,-0.395937886666705,0.251419479999992,0.465981886666689,1.35281373666645,-0.733375289999986,-0.707391579999933,-0.307217830000017,-1.96487033333317,-0.217952623333326,-0.138104296666669,-0.197603936666671,-0.174952559999993,-0.828069500000038,-0.446079066666729,0.18409430666666,-0.959328793333462,-0.656325449999998,0.227448399999995,-2.3027968666663,0.0661654533333349,0.127619683333347,-1.09833660666678,-0.688479716666779,-0.547177083333331,0.0341839466666685,-0.428405943333303,-0.461817836666637,-0.688361163333371,0.014354606666667,-1.47577487999995,0.0390517066666661,-0.24143640666668,0.164909040000006,0.468768070000081,0.386830966666645,-0.742588093333367,0.713733023333357,-1.91998740333316,0.696945730000007,-0.155613163333331,-0.29336979999997,0.0139190633333339,-0.0432911799999988,-0.112217720000005,-1.43143854333331,-0.610139653333308,-0.116851139999997,0.102445630000005,0.0460185566666685,-0.588832093333271,-0.856828623333349,-0.481929249999988,-0.310248863333321,-0.69861772,0.0481988233333306,1.62363080666663,0.46294767333323,-0.37855561333331,-0.445022059999992,-0.903047683333501,-0.170078283333338,0.630144153333262,-0.509031566666692,0.143482323333342,-0.220533616666642,-0.268039109999988,0.508642616666671,-0.457744196666676,0.000635073333332585,-0.713305220000056,-0.964809510000099,-0.378625496666666,-0.934237666666676,0.900373613333188,-0.494132506666714,-0.136731076666653,-0.0265642566666641,-0.580470029999966
"10",-1.22058555666681,-0.184699649999982,-1.59740558666668,-0.0824677099999989,-0.284707973333252,-0.31206907999996,-1.67892805999988,-0.927505283333355,-0.165769480000015,-0.522165453333278,-1.54240981666674,-0.416229573333264,-0.400945109999964,-0.325234253333255,-1.19768605000019,-0.46117251999993,-0.614211240000009,-0.835622316666609,-1.20766242333323,-1.13204775333342,-1.25307898666669,-0.825292319999991,-1.12677971333347,-0.498238283333232,-0.0945197200000042,-0.787960286666647,-0.173013953333331,-0.504632493333313,-1.30159871666657,-0.5425976533333,-0.328879266666599,-0.204667366666657,0.00459675333333387,-0.982079613333346,-0.0671166166666663,-0.130558583333336,-1.59052659999981,-0.939508843333499,-0.474304053333342,-0.634563126666593,-0.659466323333265,-0.987102333333325,0.00726905666666728,-0.976921066666776,-0.479431639999949,-0.42633296999994,-0.241515463333321,-0.608105739999906,-0.431440669999831,-0.370064576666603,-0.296693643333235,-0.033776620000002,-0.331291709999975,-0.284056580000034,-0.0236213100000024,-0.75555253333327,-0.231369456666639,-0.680577989999893,-0.0920067200000018,-0.0837921633333428,-1.91722946666666,0.0659708966666602,-0.0400600633333368,-0.988428480000003,-0.411038203333283,-0.422152789999906,-0.4293133199999,-0.06608771666667,-0.221898959999982,-0.568120066666593,-1.06372862000023,-0.12694857666666,-1.07567336333345,-0.552393756666574,-0.831145119999938,-0.413343083333298,-1.41189192666675,-1.96114120666686,-0.746577753333257,-0.421377583333227,-0.106089426666666,0.169844523333345,-1.04367446666673,-0.271107209999948,-0.67876980333322,-0.232530043333277,-0.955783900000029,-0.490731906666587,-0.0484179200000024,-0.601253613333377,-0.407806529999933,-0.657444359999874,-0.930815640000101,-0.567290473333284,-1.02533851666665,-0.906728763333304,-0.39905761666659,-0.453967156666618,-0.785925166666673,-1.07316837666663
