"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.281449232545369,0.361164647186835,0.444602879289086,0.463317232790057,0.5635630334759,0.5635630334759,0.563595381986603,0.5635756689076,0.563601584170197,0.568179604734687,0.657475168645623,0.669940099498413,0.670916571784923,0.655891128882481,0.643476316791339,0.785305669611118,0.790177216495348,0.779250718537622,0.702039300538848,0.735729242003978
"2",0.19049404142156,0.245131504700215,0.318226539801323,0.337103271408163,0.419928186752078,0.42033287321209,0.420363512783074,0.428219858220577,0.464556505639405,0.445432854218367,0.565959546149254,0.633191304228029,0.615811972123894,0.619208572654742,0.625182930558701,0.648693550212318,0.610615352941111,0.607145545040311,0.603484545972693,0.639948211358745
"3",0.181662053464558,0.266401654212841,0.330016727072593,0.351200053050319,0.4276631951622,0.428725006295381,0.428725006295381,0.429517644313671,0.468456878191374,0.468267548502146,0.55698008210653,0.587610231991436,0.585605775932338,0.586444499523626,0.586771983391442,0.525972128418055,0.583670863092344,0.555829408198269,0.599882410659151,0.591521990216444
"4",0.17821922859095,0.258546833012707,0.326776525127612,0.345312676313139,0.431005202641114,0.431014281857126,0.431003906535957,0.431005843893483,0.479051354636664,0.490506152958562,0.628880178601402,0.634519099272199,0.644036517836913,0.618593213795357,0.61966555188118,0.612374178631395,0.604325857765307,0.667998142840309,0.553678537036229,0.747896675191455
"5",0.193798026857127,0.271540974591494,0.333472647383612,0.354776265301809,0.431493073935968,0.43149912245662,0.431504619319113,0.432248557592235,0.470607707871346,0.468273798396287,0.578706486907416,0.597288763390691,0.583896644982884,0.587731764908107,0.591311684884135,0.580101813425702,0.479923961810511,0.592128370094561,0.583210458605027,0.591320544943661
"6",0.183422804207371,0.258311765585583,0.348157649999346,0.380770217868635,0.437245138241429,0.437249431484243,0.437234109183036,0.448661162155429,0.469285602418848,0.473496347879358,0.58928079515272,0.617713515933747,0.62180221862395,0.622475511684596,0.627826612272572,0.641856457851245,0.684587646868189,0.594136592956645,0.601752311998064,0.642573893618762
"7",0.18171149641791,0.26596890215809,0.341608160700036,0.354928482377124,0.432133888296542,0.432783722514139,0.432502225777691,0.434312911991833,0.469700775180402,0.474561988523915,0.568836518303684,0.578244240219463,0.580808434998121,0.58443494104568,0.583798556731689,0.664743605850099,0.598688907513079,0.595873774561245,0.517701069467469,0.588709057511136
"8",0.183043443942857,0.264350011804186,0.332597239967009,0.349711537783714,0.427603106930992,0.428713733023148,0.428533091850079,0.429528886146503,0.470592982610051,0.472513001819427,0.539632339292145,0.491068900853747,0.664937578861493,0.615318379551535,0.67077019848961,0.70420990695288,0.626909447245206,0.595682119080336,0.657485346701338,0.628693424895688
"9",0.0370022730601199,0.0886654184823241,0.102584428240537,0.103183585666764,0.151391087428638,0.153319439338367,0.157613179881548,0.165134869998107,0.178391493816029,0.180517516033632,0.1839601651648,0.212908995142771,0.202852490926159,0.2345198867379,0.150936641225759,0.211088393130375,0.161755355779363,0.214643812865496,0.155282730850411,0.37346905197062
"10",0.160415494486749,0.234316766854888,0.341589451474805,0.384905659495886,0.442285156334235,0.445015668203979,0.445006719172685,0.446430222247567,0.515228898144847,0.515819898948132,0.548104358024674,0.538795626618503,0.58248019622435,0.534188440869472,0.58512910503295,0.519210857527981,0.578764304844705,0.581112211324347,0.578220905926319,0.578045620297887
"11",0.187115750913458,0.279192088057566,0.327178386021996,0.356249710373761,0.427235107698702,0.428097098917242,0.428028331833083,0.428661901369923,0.474075366665923,0.476084663063393,0.542668236096135,0.584953613080855,0.579148092827166,0.580145508778064,0.580506861534083,0.517029418780582,0.597396061130964,0.485630791864777,0.581685488074369,0.57024882841926
"12",0.181589308545549,0.262697150552188,0.330031963778195,0.349095698690164,0.427313317239651,0.428376122805891,0.428017669041873,0.427226845399893,0.472684390157023,0.465858985176678,0.568393857318778,0.596166694396735,0.537596338786443,0.584903741972803,0.584119341266664,0.597518533896571,0.580170119824884,0.595642453596997,0.555145128277225,0.592826806475357
"13",0.176930283965984,0.261781675710838,0.32973223944746,0.345676817589483,0.424048493355208,0.425317878942475,0.424835723063783,0.425863414386356,0.468817278498156,0.46316785113938,0.54888128538238,0.603437644609487,0.589212355715451,0.591430629987234,0.595113005001285,0.651988952604065,0.602489346203584,0.663916255372104,0.574559348074436,0.556348434331083
